name,address,nature,nightlife,drink,music,dance,history,sports,art,museum,walk,restaurant,movie,Latitude,Longitude
Dermadoc Clinic,"96 Fulham Palace Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.488178,-0.2228505
Albert Road Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Lawns Park,"Romford, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5760462,0.1822646
Lodge Farm Park,"Romford, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5760462,0.1822646
Saint John's Wood Church Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Hampstead Heath,"South Hill Park, London, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.5566047,-0.1648917
David Lloyd Beckenham,"Stanhope Grove, Beckenham, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.3951311,-0.0352596
Saint James Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Tottenham,"Tottenham, London",0,0,0,0,0,0,0,0,0,1,0,0,51.5881223,-0.0599366
Myjumbie.com,"83 Church Rd, Croydon, London, United Kingdom",0,0,1,0,0,0,0,0,0,0,0,0,51.4175533,-0.0806006
Lyndhurst Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Knights Hill Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Adamina Day Spa,"276-280 Kensington High Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.4985397,-0.2010625
The Plough Bar & Kitchen,89 St John's Hill,0,1,1,1,0,0,0,0,0,0,1,0,51.4615658,-0.1733056
Bird in Bush Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Wembley Way,Wembley Way,0,0,0,0,0,0,0,0,0,1,0,0,51.5500993,-0.2716513
Stanley Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Avenue House Grounds,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Battersea Mess and Music Hall,49 Lavender Gardens,0,1,1,1,0,0,0,0,0,0,0,0,51.4639511,-0.1626327
Elmers End Green,"Croydon Road, Beckenham, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.3968314,-0.0482654
Forestdale Forum,Bardolph Avenue,0,1,1,1,1,0,0,0,0,0,1,0,51.3467987,-0.0392007
Lavender Park,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Violet Hill Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Valence Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Son Gallery,"133 Copeland Road, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.4700251,-0.0657034
Shooshh Nightclub,"12-20 Crown Hill, Croydon, London, CR0 1RZ, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.3735845,-0.1014048
The Opera House Nightclub,"2 Chesnut Road, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.590224,-0.0649662
Severndroog Castle,"London, United Kingdom",0,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
The Oak,Widmore Road,0,1,1,1,0,0,0,0,0,0,1,0,51.4064402,0.0188932
Angel,Everywhere!,0,0,0,0,0,0,0,0,0,1,0,0,39.6262264,19.9036023
Sprout Community Arts,"74 Moyser Road, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.424231,-0.1471313
Philbeach Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Twyford Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Twinkle Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Everyman Maida Vale,"215 Sutherland Avenue, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,1,51.5280256,-0.1817063
White Cube,"144-152 Bermondsey Street, London, United Kingdom",0,0,0,0,0,0,0,1,1,0,0,0,51.4994649,-0.0823052
Charlton Athletic F.C. Training Ground,"London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5074456,-0.1277653
Sebright Arms,31-35 Coate St,0,1,1,1,0,0,0,0,0,0,1,0,51.5320136,-0.0631153
King's Court Galleries,"949-953, Fulham Road, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.4918068,-0.1718281
Perrets Field,"Sutton, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3574644,-0.1736269
Nightingale Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Hale End Sportsground,"London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5074456,-0.1277653
OSpa and Salon Kensington,"45 Phillimore Walk, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.4995257,-0.198568
Barracuda Bar,"8 The Mall, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.625478,-0.1162715
Streatham Green,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Royal Victoria Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Fielders Sports Ground,United Kingdom,1,0,0,0,0,0,1,0,0,1,0,0,54.7023545,-3.2765753
The Corrib Rest,82 Salisbury Rd,0,1,1,1,0,0,0,0,0,0,1,0,50.9220412,-1.4937246
The World's End,174 Camden High St,0,1,1,1,0,0,0,0,0,0,1,0,51.5391316,-0.1422001
Pepys Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Chelsea Gardener,"125 Sydney Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.488293,-0.1696685
Tommy Flynns,253 Ealing Rd.,0,1,1,1,1,0,0,0,0,0,1,0,51.5001628,-0.317761
Islip Manor Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Star Lane Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Greenwich Heritage Centre,"Artillery Square, Royal Arsenal, London, United Kingdom",0,0,0,0,0,1,0,0,0,1,0,0,51.4939162,0.0694845
Cleveland Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Casa Spa,"439 Edgware Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5241522,-0.1764946
Whitehorse Road Recreation Ground,"Croydon, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3713049,-0.101957
Addiscombe Recreation Ground,"Bingham Road, Croydon, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.3796685,-0.0685523
Ashburton Playing Fields,"Croydon, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3713049,-0.101957
Catto Gallery Ltd,"100 Heath Street, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.5623584,-0.1796951
Wandle Meadow Nature Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
New Southgate Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Sutton Green,"Sutton, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3574644,-0.1736269
Cutty Sark,King William Walk,0,0,0,0,0,0,0,0,0,1,0,0,51.4796948,-0.0068785
The Althorp,20 Bellevue Road,0,1,1,1,0,0,0,0,0,0,1,0,51.4724675,-0.2408208
Hua Ren Tang,"64 Edgware Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5149595,-0.1625065
The Hope and Anchor,207 Upper St,0,1,1,1,1,0,0,0,0,0,0,0,51.543247,-0.1034391
The Course,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Queen's Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Saint James's Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Nunhead Green,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Inwood Park,"Inwood Road, Hounslow, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.46623,-0.3588707
Coombe Park,"Croydon, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.3713049,-0.101957
Catford Bridge Tavern,Station App.,0,1,1,1,1,0,0,0,0,0,1,0,52.6739774,-0.7335628
Streatham Vale Park,"Abercairn Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4147054,-0.1447471
Higher Drive Recreation Ground,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Hogsmill Open Space,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Proud Camden,The Stables Market,0,1,1,1,1,0,0,0,0,0,0,0,51.5426365,-0.1487002
Keir Hardie Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Powerleague Millhill,"London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5074456,-0.1277653
Camden Lock,Camden High St.,0,0,1,0,0,0,0,1,0,1,1,0,51.5362111,-0.1400971
The Whitewebbs Museum of Transport,"Enfield, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,51.6520851,-0.0810175
Redlees studios,"Isleworth, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.4685202,-0.325966
Beaufort Pub & Dining,2 Heritage Avenue,0,1,1,1,0,0,0,0,0,0,1,0,51.5965783,-0.2428256
The Watchman (Wetherspoon),184 High St.,0,1,1,1,0,0,0,0,0,0,1,0,51.5840951,-0.0231091
Norwood Grove Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Serpentine Sackler Gallery,"West Carriage Drive, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.5056784,-0.1730698
Arsenal Museum,"75 Drayton Park, London, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,51.5550403,-0.1083997
Grove Gardens,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Horsenden Hill,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
The Clapton Hart,231 Lower Clapton St.,0,1,1,1,1,0,0,0,0,0,1,0,51.5573448,-0.0563999
Friendly Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Lemongrass Boutique Spa,"8 Seymour Place, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5146683,-0.1608977
Brockwell Park BMX Track,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Chiswick Common,"London, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Lyle Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Hayes End Recreation Ground,"Kingsway, Hayes, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.3669458,0.0077253
Bramley Sports Ground,"London, United Kingdom",0,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Kings College Playing Fields,United Kingdom,0,0,0,0,0,0,1,0,0,1,0,0,54.7023545,-3.2765753
The Old Frizzle,74 The Broadway,0,1,1,1,0,0,0,0,0,0,1,0,51.7062521,-0.612819
Rotary Field,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Forest Hill Pools,"Dartmouth Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5778419,-0.2348151
Wrythe Green,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Plough Green,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
The Great Harry (Wetherspoon),7-9 Wellington St.,0,1,1,1,0,0,0,0,0,0,1,0,-37.8252291,144.9900276
Premiere Cinemas,"Mercury Mall, Mercury Gardens, Romford, United Kingdom",0,0,1,0,0,0,0,0,0,0,1,1,51.579053,0.1859512
Newton Farm Ecology Park,"Harrow, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5968271,-0.3373046
Greenwich Park Office,"Charlton Way, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4739628,0.0065754
Haling Grove,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
The Famous Cock,259 Upper Street,0,1,1,1,0,0,0,0,0,0,1,0,51.5460046,-0.1033857
Queensbury Park,"Harrow, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5968271,-0.3373046
The Twickenham Museum,"25 The Embankment, Twickenham, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,51.4468203,-0.3256181
Virgin Active Chiswick Park,"566 Chiswick High Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.495141,-0.2735773
Dissenting Academy,Mildmay Park,0,1,1,1,0,0,0,0,0,0,1,0,51.5487769,-0.0840886
Drayton Green,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
LA fitness Muswell Hill,"Hillfield Park, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5893414,-0.1422039
Crouch End,Everywhere!,0,0,1,0,0,0,0,0,0,1,1,0,39.6262264,19.9036023
Love & Liquor,"34 Kilburn High Road, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.5367546,-0.1915887
Ravenor Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Arrandene Open Space,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Three Bridges Park,"Southall, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5111461,-0.3755169
Natural History Museum The Vault,Natural History Museum,0,0,0,0,0,1,0,0,1,0,0,0,51.4965109,-0.1760019
The Gym Vauxhall,"6A St George Wharf, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.4856585,-0.1260132
Archway Leisure Centre,"1 MacDonald Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.551587,0.0199741
Odeon Cinema Streatham,"47-49 Streatham High Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,1,51.4321963,-0.1283648
Tonteria Express,7-12 Sloane Square,0,1,1,1,1,0,0,0,0,0,0,0,51.49296,-0.1571528
Charlton Conservative Club,"51 Charlton Church Lane, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.4876012,0.0314001
Hyde Park Square,"London, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Highbury Island,"London, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Dome Tufnell Park,"2A Dartmouth Park Hill, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.5571576,-0.1385151
Gymbox Bank,"71 Lombard Street, London, United Kingdom",0,0,0,1,1,0,1,0,0,0,0,0,51.5123427,-0.0864831
The Sun of Camberwell,61-63 Coldharbour Ln.,0,1,1,1,0,0,0,0,0,0,1,0,51.4700203,-0.0948098
Herne Hill,Everywhere!,0,0,0,0,0,0,0,0,0,1,0,0,39.6262264,19.9036023
Clissold Leisure Centre,"63 Clissold Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5591298,-0.0856431
Royal Air Force Museum,"Grahame Park Way, London, United Kingdom",0,0,0,0,0,0,0,1,1,0,0,0,51.5999938,-0.239427
Leyton,Everywhere!,0,0,0,0,0,0,0,0,0,1,0,0,39.6262264,19.9036023
Tolworth Skatepark Bowl,"Jubilee Way, Kingston upon Thames, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.3756088,-0.277291
Tredegar Square Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Ackroyd Drive Green Link,"Ackroyd Drive, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5193052,-0.0285312
Mile End Park,"190 Burdett Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5190214,-0.0334207
JW3,341-351 Finchley Road,0,0,0,0,0,0,0,0,0,0,0,1,51.5509291,-0.18474
Little Nan's Bar,46 Deptford Broadway,0,1,1,1,1,0,0,0,0,0,0,0,51.4746858,-0.0252623
Young Vic Theatre,66 The Cut,0,0,0,0,0,0,0,0,0,0,0,0,51.5032838,-0.1073226
Bittacy Hill Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Agency Gallery,"66 Evelyn Street, Lewisham, Greater London SE8 5DD, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.4877484,-0.0379655
Ladywell Arena,"London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5074456,-0.1277653
Southgate Leisure Centre,"Winchmore Hill Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6353086,-0.1207466
Danson Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Thai Spa,"140 Marylebone Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.522189,-0.1582471
Westminster Abbey Precincts - Dean's Yard,"London, United Kingdom",0,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
Star By Hackney Downs,33 Queensdown Rd.,0,1,1,1,0,0,0,0,0,0,1,0,51.178651,1.3969245
The Crown and Crooked Billet,13 Cross Rd.,0,1,1,1,0,0,0,0,0,0,1,0,41.2741522,-73.8743069
Waterhouse Young Clinic,"21 Devonshire Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.521658,-0.1488467
easyGym Croydon,"London Rd, Croydon, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.3871272,-0.1110133
Telegraph Hill Park,"Kitto Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4676174,-0.0475185
Mr Fogg's,15 Bruton Ln.,0,1,1,1,1,0,0,0,0,0,0,0,36.4619443,-94.2827061
Pedal Studio (Wimbledon),"7 Elm Grove, Wimbledon, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.416793,-0.2152081
VIVA Clinic,"102 Harley Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5212356,-0.1476576
Chemsford Square Open Space Tennis Courts,"London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5074456,-0.1277653
Queensmead Recreation Ground,"Glassmill Lane, Bromley, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4041175,0.0107778
Emirates Aviation Experience,"Edmund Halley Way, London, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,51.5000463,0.0082498
Eastcote House Grounds,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Arnos Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Hagen & Hyde,157 Balham High Rd,0,1,1,0,0,0,0,0,0,0,1,0,51.4438593,-0.1521443
Immaqulate Beauty,"28 Buckingham Palace Road, Victoria. SW1W 0RE, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.4970946,-0.1445523
Gallions Hill,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Beckton District Park North,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
West London Art Factory,"140 Wales Farm Road, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.5216099,-0.2582359
Highams Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Loxford Park,"Ilford, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5582734,0.0711669
West Ham Park,"Upton Lane, City, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,53.3890795,-2.7378642
The Wrythe Recreation Ground,"Sutton, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3574644,-0.1736269
Watercress Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Wallington Green,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Roundshaw Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Mill Green,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Hamilton Avenue Recreation Ground,"Sutton, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3574644,-0.1736269
Benhill Recreation Ground,"Sutton, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3574644,-0.1736269
Buckland Way Recreation Ground,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Cuddington Recreation Ground,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Dale Park Recreation Ground,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Cineworld - Wembley,107 London Designer Outlet,0,0,0,0,0,0,0,0,0,0,0,1,51.556513,-0.2838866
Elements Massage London,"41 Paddington Street, Marylebone, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5203379,-0.1558021
Holland Park,"Ilchester Place, London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5003923,-0.2037908
Kensington Palace Green,"London, United Kingdom",0,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
The Penthouse London,"1 Leicester Street, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,1,0,51.510841,-0.1310864
Mall Galleries,"The Mall, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.5071686,-0.1280343
Kings Place,"90 York Way, London, United Kingdom",0,0,0,1,1,0,0,0,0,0,0,0,51.5349626,-0.1217677
Agua At Sanderson,"50 Berners Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5174193,-0.1372148
Gray's Inn Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Town Park,"Enfield, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.6520851,-0.0810175
Burgess Park,"81 Picton Street, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4780721,-0.0891591
The Prince Albert,"Pield Heath Road, Uxbridge, UB8 3NQ, United Kingdom",0,1,1,1,0,0,0,0,0,0,0,0,51.525748,-0.4573257
The White House - Stockley Park,"Stockley Park, London, UB11 1AA, United Kingdom",0,1,1,1,1,0,0,0,0,0,1,0,51.5097976,-0.4412219
Cucumba,"12 Poland Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5146249,-0.1368184
London Swing Dance Society,"Ruislip, , United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.5775626,-0.4278453
Honeycombe Hungryhorse,"417 STAINES ROAD, Hounslow, TW4 5AR, United Kingdom",0,1,1,1,0,0,0,0,0,0,1,0,51.4640168,-0.3850774
Pink Turban,"439, Alexandra Avenue, Rayners Lane, Harrow, HA2 9SE, United Kingdom",0,0,1,0,0,0,0,0,0,0,1,0,51.574504,-0.3708935
The Crown Northolt,"Ealing Road, Northolt, London, UB5 6AA, United Kingdom",0,1,1,1,0,0,0,0,0,0,1,0,51.5438336,-0.3708072
Hounslow Conservative Club,"Gresham Road, Hounslow, TW3 4BX, United Kingdom",0,1,1,1,1,0,0,0,0,0,1,0,51.4780948,-0.3558043
Oxford Circus Physiotherapy,"33 Great Titchfield Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5176781,-0.1404518
The Rifleman Pub Twickenham,"7 Fourth cross road, Twickenham, TW2 5EL, United Kingdom",0,1,1,1,0,0,0,0,0,0,0,0,51.4401098,-0.348882
Brouge at the Old Goat,"241 Hampton Road, Twickenham, TW2 5NG, United Kingdom",0,1,1,1,0,0,0,0,0,0,1,0,51.4361531,-0.3503597
Ragged School Museum,"46-50 Copperfield Road, London, United Kingdom",0,0,0,0,0,1,0,0,1,0,0,0,51.5188264,-0.0357211
The Venue,"2-4 Clifton Rise, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.4759589,-0.0369175
Face Clinic London,"10 Harley Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5174148,-0.1459189
Lesnes Abbey Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Liquid Nightclub,"108 South St, Romford, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.5746188,0.1837299
LA Fitness - Northwood,"22 Chestnut Avenue, Northwood, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6034851,-0.4178941
Frithwood Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Transformation Fitness,"69 Bridge Street, Pinner, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5953653,-0.3849345
Odeon Cinemas Ltd,"Great North Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,1,51.6458257,-0.1862236
Barnet Football Club,"Barnet Lane, Barnet - London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.639623,-0.1978846
Oak Hill Park,"Barnet, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.65309,-0.2002261
LA Fitness - New Barnet,"18 East Barnet Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6491258,-0.1697949
Grange Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
BodySmooth Clinic,"9 Argyll Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5147343,-0.1405635
Cockfosters Football Club,"Barnet, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.65309,-0.2002261
Aesthetic Virtue,"2 Harley Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.517045,-0.1459128
Cockfosters Bowling Club,"Barnet, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.65309,-0.2002261
LA fitness Edgware,"67-79 Station Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6493956,-0.1769718
www.artzetc.com,"1A Selvage Lane, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.618766,-0.2584597
Natures du Monde Spa Clinic,"64 Marchmont Street, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5253634,-0.1252026
Mill Hill Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Barnet Burnt Oak Leisure Centre,"Watling Avenue, Edgware, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6010188,-0.2666834
Sunny Hill Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
